,발화문,상황,1번 감정,1번 감정세기,2번 감정,2번 감정세기,3번 감정,3번 감정세기,4번 감정,4번감정세기,5번 감정,5번 감정세기,나이,성별
10385,내가 쓰레기통에 버린 음식물 쓰레기가 상해서 냄새가 나는 것 같아.,disgust,disgust,1,disgust,2,disgust,1,disgust,1,sadness,2,46,female
10386,냄새가 너무 고약해서 버릴려고 쓰레기 봉투에 묶어놨어.,disgust,disgust,1,disgust,2,disgust,1,disgust,1,sadness,2,46,female
10387,냄새를 방향제로 처리하는 게 가장 좋은 방법 같아.,disgust,neutral,0,happiness,1,sadness,1,disgust,1,sadness,2,46,female
10389,구경하는 사람들이 엄청 많아서 왜 몰려있는지 알 수가 없었어.,neutral,fear,1,fear,1,sadness,1,neutral,0,sadness,2,46,female
10391,비가 와도 걱정 안 해도 돼. 사무실에 우산 있어.,neutral,neutral,0,happiness,1,sadness,1,neutral,0,happiness,1,46,female
10392,나를 걱정해줘서 고마워. 사무실에 우산 있으니까 괜찮아. 건강은 괜찮지.,neutral,neutral,0,happiness,1,happiness,1,neutral,0,happiness,1,46,female
10394,나도 엄청 궁금했는데 사람들이 너무 많아서 무슨 일인지 알 수 없었어.,neutral,fear,1,fear,1,happiness,1,neutral,0,sadness,1,46,female
10395,정확히는 모르겠는데 구경하는 사람 중에서 어떤 사람이 싸워서 그런 거라고 하더라고.,neutral,fear,1,fear,1,sadness,1,neutral,0,sadness,1,46,female
10396,와. 짜장면에서 벌레가 나왔네.,disgust,disgust,1,angry,2,disgust,1,disgust,1,disgust,2,46,female
10397,아우. 짜증 나! 그 새끼 일 끝났으면 빨리 집에나 갈 것이지. 남아서 나한테 뭐라고 해.,angry,angry,1,angry,2,angry,1,angry,2,angry,2,46,female
10398,어떻게 새로 생긴 음식점에서 그럴 수가 있는 거지?,disgust,disgust,1,angry,1,angry,1,angry,1,angry,2,46,female
10399,그래야겠지? 다시는 다른 소리 하지 못하도록?,disgust,disgust,1,angry,2,sadness,1,angry,1,angry,1,46,female
10400,나 엄청 힘들어! 다른 사람들한텐 친절하면서 나한테만 자꾸 뭐라고 하니까 화가 나!,angry,angry,1,angry,2,sadness,1,angry,1,angry,2,46,female
10401,그래. 앞으로 이런 일이 없도록 하기 위해서 꼭 해야겠어!,disgust,disgust,1,angry,2,sadness,1,angry,1,angry,1,46,female
10402,그래! 그냥 음악이나 들으면서 기분 풀어야겠다! 나는 신나는 음악이 좋더라.,angry,neutral,0,angry,1,sadness,1,angry,1,sadness,2,46,female
10403,안 됐긴 하지만 어쩔 수 없지.,disgust,neutral,0,angry,1,sadness,1,angry,1,angry,2,46,female
10405,속이 다 시원해. 완전히 끝났어.,happiness,happiness,1,happiness,2,sadness,1,happiness,1,neutral,0,46,female
10406,그래야 할 것 같아. 너무 피곤해.,happiness,neutral,0,happiness,1,sadness,1,happiness,1,sadness,2,46,female
10407,친구도 만나야지. 만나서 실컷 수다도 떨고. 맛있는 것도 먹고.,happiness,happiness,1,happiness,1,sadness,1,happiness,1,happiness,1,46,female
10408,여행도 너무 가고 싶은데 지금은 때가 아니야. 언젠가 꼭 가야지.,happiness,happiness,1,happiness,1,sadness,1,happiness,1,sadness,1,46,female
10410,코로나땜에 밖에 나가지도 못하고 집에서 일만 하고 있어.,sadness,sadness,1,sadness,2,sadness,1,sadness,1,sadness,2,46,female
10411,그래. 음악 좀 들으면서 좀 쉬어야겠어.,sadness,neutral,0,sadness,1,sadness,1,sadness,1,sadness,2,46,female
10412,영화 보고 싶어. 재밌는 거 있으면 추천해 줘 봐.,sadness,neutral,0,sadness,1,sadness,1,sadness,1,sadness,1,46,female
10414,자고 일어났더니 전화가 여러통 와있었더라고. 그런데 이런 상황이 됐어.,fear,neutral,0,fear,2,sadness,1,fear,1,sadness,2,46,female
10415,너무 무서워. 밖에 나가지도 못하고. 비는 더 많이 오는 것 같고.,fear,fear,2,fear,2,sadness,1,fear,1,fear,2,46,female
10416,몸은 괜찮은데 어떻게 해야 할지 걱정이 돼.,fear,sadness,1,fear,2,sadness,1,fear,1,fear,2,46,female
10418,한명만 뽑는 거였어! 운이 좋았지.,happiness,happiness,1,happiness,2,happiness,1,happiness,1,happiness,1,46,female
10419,너무 마음에 들지! 내가 비싸서 못 샀던 거야.,happiness,happiness,1,happiness,2,happiness,1,happiness,1,sadness,1,46,female
10420,아니 아까 해피를 산책시키다가 엄청 놀랬어!  ,surprise,surprise,1,surprise,2,surprise,1,sadness,1,surprise,2,46,female
10421,해피가 너무 좋아서 뛰다가 목줄이 끊겼어.,surprise,neutral,0,surprise,2,surprise,1,neutral,0,sadness,2,46,female
10422,다행히 다친 사람도 없고 큰 일은 없었어.,surprise,neutral,0,surprise,1,sadness,1,neutral,0,sadness,1,46,female
10423,아직도 진정이 안 돼. 얼마나 겁이 났는지 다음부터 조심해야겠어.,surprise,neutral,0,surprise,2,sadness,1,neutral,0,fear,1,46,female
10425,너무 좋지! 너무 행복하고 이래서 하나 봐. 보람을 느껴.,happiness,happiness,1,happiness,2,happiness,1,happiness,1,neutral,0,46,female
10426,그런 건 아니고 혼자서 열심히 연습했어.,happiness,neutral,0,happiness,2,happiness,1,happiness,1,neutral,0,46,female
10428,아는 지인이 소개시켜줘서 시작했는데.,sadness,neutral,0,sadness,1,sadness,1,sadness,1,sadness,1,46,female
10431,조금만 더 기다려보고 정 안되면 팔아야지.,sadness,neutral,0,sadness,2,sadness,1,sadness,1,sadness,1,46,female
10432,그런 것 같아. 우리 화장실에는 창문도 없어.,angry,neutral,0,angry,2,sadness,1,disgust,1,sadness,2,46,female
10433,비가 너무 많이 와. 정말 비 오는 게 너무 싫어.,angry,sadness,1,angry,2,sadness,1,disgust,1,sadness,2,46,female
10434,그래야 할 것 같아 너무 냄새가 싫어.,angry,sadness,1,disgust,2,disgust,1,disgust,1,angry,2,46,female
10435,구매해야되겠어. 좋은 거 있으면 추천해줘봐.,angry,neutral,0,angry,1,sadness,1,disgust,1,neutral,0,46,female
10437,음식물을 쓰레기통에 잘못 섞여 들어간 것 같아.,disgust,neutral,0,disgust,2,disgust,1,disgust,1,sadness,2,46,female
10438,그러니까. 얼른 치워야지. 냄새가 너무 심해!,disgust,disgust,1,disgust,1,disgust,1,disgust,1,sadness,1,46,female
10439,그래야 할 것 같아. 좋은 냄새로 나쁜 냄새를 가려야 할 것 같아.,disgust,disgust,1,angry,1,sadness,1,disgust,1,sadness,1,46,female
10440,누군가 싸우는지 말리는 것 같아. 사람도 너무 많아.,neutral,neutral,0,fear,1,surprise,1,neutral,0,neutral,0,46,female
10441,"그래, 알았어. 경찰이라고 할게. 구경은 별로 못 했어. 사람이 많아서.",neutral,disgust,1,fear,1,sadness,1,neutral,0,sadness,1,46,female
10443,날씨는 원래 변덕스러워. 걱정 안 해.,neutral,disgust,1,angry,1,sadness,1,neutral,0,neutral,0,46,female
10445,누군가 싸우는지 엄청 무서웠어. 소리도 어마어마하게 크게 나고.,neutral,surprise,1,fear,2,sadness,1,neutral,0,fear,2,46,female
10446,그런 것 같아 사람들도 많고 시끄러워.,neutral,surprise,1,fear,1,sadness,1,neutral,0,angry,2,46,female
10447,아무래도 그런 것 같긴 해. 너무 걱정 된다.,angry,sadness,1,angry,1,sadness,1,neutral,0,sadness,2,35,female
10448,"어, 진짜? 고마워, 신경써줘서. 써볼게.",angry,neutral,0,happiness,1,sadness,1,disgust,1,happiness,1,35,female
10449,짜증나. 그 새끼는 일 없으면 집에나 갈 것이지.,angry,angry,2,angry,2,angry,2,angry,1,angry,2,35,female
10450,그래 좀 그런 것 같아. 정말 짜증나.,angry,disgust,2,angry,2,angry,1,angry,1,angry,2,35,female
10451,이제 완전히 모두 다 끝났어!,happiness,happiness,1,happiness,2,happiness,1,happiness,1,neutral,0,35,female
10453,나 먹다가 토했잖아!,disgust,disgust,2,angry,2,disgust,2,disgust,2,disgust,2,48,female
10454,알았어 몇 장 찍어놓을게.,disgust,neutral,0,angry,2,angry,2,angry,1,disgust,2,48,female
10455,좋은 생각이네. 그렇게 해야되겠어.,disgust,neutral,0,angry,2,angry,2,angry,1,angry,2,48,female
10456,그러니까. 다음부턴 그러지 못하게 해야 돼.,disgust,disgust,1,angry,2,angry,2,angry,1,angry,2,48,female
10457,없지만 뭐 할 수 없지.,neutral,neutral,0,angry,1,sadness,1,neutral,0,sadness,1,35,female
10458,많이 좋아졌어. 고마워.,neutral,neutral,0,happiness,1,sadness,1,neutral,0,sadness,1,35,female
10459,나 프로젝트 끝냈어!,happiness,happiness,1,happiness,2,happiness,2,happiness,1,surprise,2,48,female
10460,맞아. 나 완전히 끝냈어. 한 달 간 고생 많았잖아.,happiness,neutral,0,happiness,2,happiness,1,happiness,1,sadness,1,48,female
10461,좋아. 스트레스 좀 풀고 싶다.,happiness,neutral,0,happiness,1,sadness,1,sadness,1,sadness,1,48,female
10462,친구들이랑 약속 벌써 잡았어.,happiness,neutral,0,happiness,1,happiness,1,happiness,1,sadness,1,48,female
10463,나도 그럴 생각이야.,happiness,neutral,0,happiness,1,sadness,1,happiness,1,sadness,1,48,female
10464,해피가 갑자기 목줄을 끊고 도망가버렸어.,surprise,surprise,1,surprise,2,surprise,1,neutral,0,fear,2,35,female
10465,별 일은 없었지만 너무 놀랬어.,surprise,surprise,1,surprise,2,sadness,1,sadness,1,surprise,2,35,female
10466,사람들도 다치지 않았고 다행이었어.,surprise,neutral,0,surprise,1,sadness,1,neutral,0,neutral,0,35,female
10468,맞아. 활동을 안 하니까 그런 것 같아.,sadness,sadness,2,sadness,2,sadness,2,sadness,1,sadness,2,48,female
10469,좋은 생각이야. 그런 게 필요해.,sadness,neutral,0,sadness,1,sadness,1,sadness,1,sadness,2,48,female
10470,나 영화 너무 좋아하는데 잘됐다.,sadness,happiness,1,happiness,1,happiness,1,sadness,1,sadness,1,48,female
10471,힘들었지만 너무너무 행복했어.,happiness,happiness,1,happiness,1,happiness,1,happiness,1,sadness,1,35,female
10473,자고 일어났더니 우리 집 주변이 다 물에 잠겨 있네.,fear,fear,1,fear,2,sadness,1,fear,1,fear,2,48,female
10474,다행히 내 몸은 또 멀쩡해.,fear,neutral,0,fear,1,sadness,2,fear,1,sadness,1,48,female
10477,당연히 마음에 들지! 아주 비싼 향수야.,happiness,happiness,1,happiness,2,happiness,2,happiness,1,happiness,2,48,female
10478,향수 오면 바로 보여줄게.,happiness,neutral,0,happiness,2,happiness,2,happiness,1,neutral,0,48,female
10479,갑자기 해피 목줄이 끊어져버렸어!,surprise,surprise,1,surprise,2,surprise,1,fear,1,sadness,2,48,female
10480,다행히 다치기 전에 잡았어.,surprise,neutral,0,surprise,1,sadness,2,fear,1,sadness,2,48,female
10481,주변에 사람은 별로 없었어.,surprise,neutral,0,surprise,1,sadness,2,neutral,0,sadness,1,48,female
10483,"아니, 선수들 말고 일반인들 사이에서만 잘한 거야.",happiness,neutral,0,happiness,2,sadness,1,happiness,1,sadness,1,48,female
10484,당연히 뛰는 동안 너무 힘들었어. 하지만 모든 게 다 보상이 되더라.,happiness,happiness,1,happiness,2,happiness,1,happiness,1,sadness,1,48,female
10485,그럼 그러니까 성적이 좋아졌지.,happiness,happiness,1,happiness,2,happiness,2,happiness,1,neutral,0,48,female
10486,나 요즘 주식 시작했는데 너무 우울해.,sadness,sadness,1,sadness,2,sadness,2,sadness,1,sadness,2,48,female
10487,내 친구가 암이잖아. 그래서 주식하자고 연락이 온 거야.,sadness,sadness,1,sadness,1,sadness,1,sadness,1,sadness,2,48,female
10488,이번에 상장한 빅히트 엔터테인먼트 주식이야. ,sadness,sadness,1,sadness,1,sadness,1,sadness,1,sadness,2,48,female
10489,아주 반토막이 났어.,sadness,sadness,2,sadness,2,sadness,2,sadness,1,sadness,2,48,female
10490,나도 팔지 못해. 손해가 너무 크잖아.,sadness,sadness,1,sadness,1,sadness,2,sadness,1,sadness,2,48,female
10491,맞아 결국엔 환기 문제인 것 같아.,angry,sadness,1,sadness,2,sadness,2,sadness,1,angry,1,48,female
10492,그러니깐. 하루종일 화장실 청소만 하고 있어.,angry,disgust,1,angry,2,sadness,2,disgust,1,sadness,2,48,female
10493,그럼. 당연히 구매 해야지.,angry,neutral,0,angry,1,sadness,1,disgust,1,angry,1,48,female
10495,알았어. 화 내지마. 금방 갖다 버릴게.,disgust,sadness,1,angry,1,sadness,2,disgust,1,sadness,1,48,female
10496,알았어. 다음부턴 조심해야 되겠다.,disgust,sadness,1,angry,1,sadness,2,disgust,1,sadness,2,48,female
10497,"아, 짜증나. 상사 새끼는 집에도 안 가고 내 옆에서 지랄이야.",angry,disgust,2,angry,2,angry,2,angry,1,angry,2,48,female
10498,저런 새끼는 욕 쳐먹으려고 나한테 그러는 거야.,angry,disgust,2,angry,2,angry,2,angry,1,angry,2,48,female
10499,우리 동네 짭새가 몰려와서 정말 깜짝 놀랐어!,neutral,angry,1,surprise,2,surprise,2,fear,1,angry,1,48,female
10500,짭새 쫓아갔다가 우산도 잃어버렸어.,neutral,disgust,2,angry,1,angry,2,disgust,1,angry,2,48,female
10501,다행히 비염 빼곤 괜찮아.,neutral,neutral,0,angry,1,sadness,2,neutral,0,sadness,1,48,female
10502,바리케이트를 쳐서 못 봤는데 그런 건 아닌 것 같앴어.,neutral,neutral,0,fear,1,sadness,2,neutral,0,angry,1,48,female
10503,음. 알았어 다음부턴 안그럴게. 몰라. 무슨 시위라도 났나? 난 잘 모르겠어. 그냥 옆에 지나가다 본거거든.,neutral,angry,1,fear,1,sadness,2,neutral,0,sadness,1,23,female
10504,"알았어. 다음부턴 조심할게. 구경 얼마 안 했어. 한 1, 2분? 그냥 거기 지나치다시피 했어.",neutral,disgust,1,fear,1,sadness,2,neutral,0,angry,2,23,female
10505,와. 짜장면에서 벌레 나왔다.,disgust,disgust,2,angry,2,disgust,2,disgust,1,disgust,2,23,female
10506,아 내 말이. 아 이거 장난 아니. 아니. 아 이거 이미 먹었는데 어떡하냐?,disgust,disgust,2,angry,2,sadness,2,disgust,1,angry,2,23,female
10507,"아. 안 그래도 그럴라고. 아니 위생 관리를 어떻게 했길래 이렇게 되지? 아니, 벌레, 아니, 아 진짜 벌레를 먹냐? 내가?",disgust,disgust,2,angry,2,angry,2,angry,1,angry,2,23,female
10508,"아니. 아니 아니 그건 당연한 거고, 그건 당연한 건데. 아 어떻게 짜장면에서 벌레가 나올 수 있지? 진짜 이해가 안 돼서 그래.",disgust,disgust,2,angry,2,angry,2,angry,2,angry,2,23,female
10509,에? 진짜? 내일 비온대? 어이 나 우산 없는데. 근데 사긴 해야겠다. 알았어.,neutral,surprise,1,angry,1,surprise,1,surprise,1,surprise,2,23,female
10510,나쁘진 않은데 집이 너무 추워! 집이 추워서 감기 걸릴 것 같애.,neutral,fear,1,angry,1,sadness,2,disgust,1,angry,1,23,female
10511,아후! 짜장면에서 벌레가 나왔어!,disgust,disgust,2,angry,2,disgust,1,disgust,2,disgust,2,46,female
10512,짜장면에서 벌레가 나오니까 더러워서 갖다 버려야할 것 같아.,disgust,disgust,2,angry,2,disgust,1,disgust,2,disgust,2,46,female
10513,그래? 지금 사진 얼른 찍어 놓을게.,disgust,neutral,0,angry,2,sadness,1,angry,1,happiness,1,46,female
10514,알았어. 지금 당장 사진을 첨부해서 전화해볼게!,disgust,neutral,0,angry,2,sadness,1,angry,1,disgust,1,46,female
10516,오늘 최종발표를 했으니까 이제 완전히 끝난거야! 너무 좋아!,happiness,happiness,1,happiness,2,happiness,1,happiness,1,happiness,2,46,female
10517,기분도 좋은데 신나는 음악 듣는 거 정말 좋겠다!,happiness,happiness,1,happiness,2,happiness,1,happiness,1,happiness,2,46,female
10519,그래. 너의 말대로 여행 계획을 세워서 여행 갔다 와야겠어.,happiness,happiness,1,happiness,2,happiness,1,happiness,1,happiness,1,46,female
10521,코로나 때문에 재택 근무를 시작하면서 집 안에만 있으니까 마음이 울적해. ,sadness,sadness,1,sadness,2,sadness,1,sadness,1,sadness,2,46,female
10522,모든 업무가 비대면으로 이루어지다보니까 외출할 일이 없어서 몸이 계속 처지고 힘들어.,sadness,sadness,1,sadness,2,sadness,1,sadness,1,sadness,2,46,female
10523,음악을 들으면 우울한 기분이 나아질 수 있을까?,sadness,fear,1,sadness,2,sadness,1,sadness,1,sadness,2,46,female
10527,내가 받은 선물이 궁금해? 나중에 꼭 보여줄게.,happiness,happiness,1,happiness,2,happiness,1,happiness,1,happiness,1,46,female
10529,혼자 있으니까 당연히 무섭지.,fear,fear,1,fear,2,fear,1,fear,1,fear,2,46,female
10530,몸은 괜찮지만 비가 집 안으로 들어올까 봐 너무 겁이 나.,fear,fear,1,fear,2,sadness,1,fear,1,fear,2,46,female
10531,나 아까 산책하다가 깜짝 놀랐어.,surprise,surprise,2,surprise,2,surprise,1,fear,1,surprise,2,46,female
10533,해피가 갑자기 사람들한테 달려가서 조금 놀라긴 했대.,surprise,neutral,0,surprise,1,sadness,1,disgust,1,surprise,2,46,female
10534,"아까는 엄청 놀랐는데, 지금은 마음이 진정되었어.",surprise,neutral,0,surprise,1,sadness,1,neutral,0,sadness,1,46,female
10535,나 축하해줘! 기분 좋은 일이 생겼어!,happiness,happiness,2,happiness,2,happiness,2,happiness,2,happiness,2,46,female
10536,달리는 동안에는 엄청 힘들었는데 결승선을 통과하는 순간 엄청 기분이 좋았어.,happiness,happiness,2,happiness,2,happiness,1,happiness,1,happiness,1,46,female
10539,단톡방에서 아는 지인이 주식을 추천해줘서 시작하게 됐어. ,sadness,neutral,0,sadness,1,sadness,1,sadness,1,sadness,2,46,female
10540,전자 종목을 사면 오를 거라고 해서 구입했어.,sadness,neutral,0,sadness,1,sadness,1,sadness,1,sadness,2,46,female
